Date;Axe;Départ;Arrivée;Nombre de trains programmés;Nombre de trains ayant circulé;Nombre de trains annulés;Nombre de trains en retard à l'arrivée;Régularité;Commentaires
2014-05;Sud-Est;PERPIGNAN;PARIS LYON;159;159;0;17;89.3;Cinq heurts d'animaux sauvages et deux accidents de personnes sur lignes à grande vitesse ont pénalisé la régularité de cette liaison.
2014-05;Sud-Est;PARIS LYON;PERPIGNAN;167;167;0;11;93.4;
2014-05;Atlantique;PARIS MONTPARNASSE;RENNES;556;556;0;17;96.9;
2014-05;Sud-Est;PARIS LYON;SAINT ETIENNE CHATEAUCREUX;6;6;0;0;100.0;
2014-05;Atlantique;ST MALO;PARIS MONTPARNASSE;102;102;0;4;96.1;
2014-05;Sud-Est;AVIGNON TGV;PARIS LYON;465;465;0;79;83.0;
2014-06;Atlantique;PARIS MONTPARNASSE;BREST;193;170;23;20;88.2;Le 9, des travaux rendus tardivement près de Rennes retardent 9 TGV et de violents orages en région parisienne ont entraîné de multiples dérangements d'installations sur la Ligne à Grande Vitesse. Le 25, un incendie dans une maison à proximité des voies près du Mans retarde 4 TGV. A ces incidents s'ajoutent les retards liés à la période de grève nationale de juin.
2014-06;Sud-Est;CHAMBERY CHALLES LES EAUX;PARIS LYON;184;169;15;29;82.8;
2014-06;Atlantique;LA ROCHELLE VILLE;PARIS MONTPARNASSE;215;185;30;17;90.8;
2014-06;Atlantique;LAVAL;PARIS MONTPARNASSE;228;210;18;19;91.0;
2014-06;Sud-Est;PARIS LYON;LE CREUSOT MONTCEAU MONTCHANIN;198;198;0;33;83.3;
2014-06;Atlantique;PARIS MONTPARNASSE;ANGERS SAINT LAUD;418;368;50;43;88.3;
2014-06;Nord;MARSEILLE ST CHARLES;LILLE;434;375;59;42;88.8;Les mouvements sociaux qui ont eu lieu du 11 au 24 juin ont nettement affecté les résultats de ce mois. Des travaux entre Macon et Lyon (Cesseins) depuis le 1er juin, avec des limitations de vitesse ont engendré des pertes de temps de quelques minutes. Vers la fin du mois, une augmentation des interventions à bord, que ce soit des pompiers pour porter assistance à des voyageurs ou bien des forces de l'ordre pour rétablir la sécurité. Quelques dérangement des installations également : problème caténaire le 6 à Montanay, d'aiguillage les 22 et 25 sur LGV Nord ou d'un dispositif de détection à Sathonay le 30.
2014-06;Sud-Est;LYON PART DIEU;MARSEILLE ST CHARLES;600;502;98;154;69.3;La circulation des TGV a été fortement perturbée par le mouvement social du 11 au 22 juin.
2014-06;Sud-Est;MACON LOCHE;PARIS LYON;182;158;24;20;87.3;
2014-06;Sud-Est;PERPIGNAN;PARIS LYON;140;129;11;26;79.8;La circulation des TGV a été fortement perturbée par le mouvement social du 11 au 22 juin.
2014-06;Atlantique;PARIS MONTPARNASSE;POITIERS;490;394;96;49;87.6;
2014-06;Est;STRASBOURG;PARIS EST;448;407;41;50;87.7;
2014-06;Sud-Est;TOULON;PARIS LYON;224;182;42;38;79.1;La circulation des TGV a été fortement perturbée par le mouvement social du 11 au 22 juin.
2014-06;Atlantique;TOULOUSE MATABIAU;PARIS MONTPARNASSE;85;84;1;22;73.8;Le 22, la chute d'un véhicule sur les voies près d'Agen retarde 3 TGV. Le 27, la panne d'un train de marchandises et un dérangement d'installation près de Montauban retardent 2 TGV. Le 29, de violents orages sur la région de Bordeaux ont entraîné une fuite de gaz et de multiples dérangements d'installations. Le 30, un dérangement des installations à St-Pierre-des Corps retarde 1 TGV. A ces incidents s'ajoutent les retards liés à la période de grève nationale de juin.
2014-06;Sud-Est;VALENCE ALIXAN TGV;PARIS LYON;243;206;37;45;78.2;La circulation des TGV a été fortement perturbée par le mouvement social du 11 au 22 juin.
2014-06;Nord;ARRAS;PARIS NORD;320;257;63;42;83.7;
2014-06;Atlantique;PARIS MONTPARNASSE;VANNES;156;131;25;12;90.8;Le 9, des travaux rendus tardivement près de Rennes retardent 9 TGV et de violents orages en région parisienne ont entraîné de multiples dérangements d'installations sur la Ligne à Grande Vitesse. Le 25, un incendie dans une maison à proximité des voies près du Mans retarde 4 TGV. A ces incidents s'ajoutent les retards liés à la période de grève nationale de juin.
2014-06;Sud-Est;PARIS LYON;BELLEGARDE (AIN);204;185;19;29;84.3;
2014-07;Atlantique;BREST;PARIS MONTPARNASSE;180;180;0;10;94.4;
2014-07;Atlantique;PARIS MONTPARNASSE;BREST;202;202;0;16;92.1;
2014-07;Nord;PARIS NORD;DUNKERQUE;135;135;0;9;93.3;
2014-07;Sud-Est;GRENOBLE;PARIS LYON;189;188;1;17;91.0;
2014-07;Atlantique;LAVAL;PARIS MONTPARNASSE;218;218;0;23;89.4;"Le 9 la panne d'un train à Marcoussis, sur la Ligne à Grande Vitesse, qui retarde 28 TGV de 8 minutes à 1h35, le 10 un acte de malveillance affectant un train à St Léger, sur la Ligne à Grande Vitesse, retarde 43 TGV de 14 minutes à 4h30, du 14 au 24 des ralentissements consécutifs à des travaux en sortie de Laval ont entraîné des retards dans le sens Province/Paris, le 19 un accident de personne à Champagné retarde 26 TGV de 18min à 3h58.
"
2014-07;Nord;LILLE;LYON PART DIEU;217;217;0;16;92.6;
2014-07;Atlantique;RENNES;LYON PART DIEU;79;79;0;13;83.5;Les 3, 17, 18 et 24, une limitation de la vitesse suite aux fortes chaleurs en région parisienne a ralenti entre 11 et 22 TGV avec des retards pouvant atteindre 1h10. Le 9, la panne d'un train à Marcoussis, sur la Ligne à Grande Vitesse, retarde 28 TGV de 8min à 1h35. Le 10, un acte de malveillance affectant un train à St Léger, sur la Ligne à Grande Vitesse, retarde 43 TGV de 14min à 4h30. Le 30, un problème d'aiguillage sur la Ligne à Grande Vitesse retarde 11 TGV de 8 et 20min.
2014-07;Sud-Est;PARIS LYON;MACON LOCHE;216;216;0;15;93.1;
2014-07;Est;PARIS EST;METZ;303;303;0;20;93.4;
2014-07;Atlantique;ANGOULEME;PARIS MONTPARNASSE;328;328;0;58;82.3;
2014-07;Sud-Est;MULHOUSE VILLE;PARIS LYON;323;322;1;13;96.0;
2014-07;Sud-Est;PARIS LYON;MULHOUSE VILLE;303;303;0;26;91.4;
2014-07;Atlantique;PARIS MONTPARNASSE;NANTES;523;523;0;34;93.5;
2014-07;Sud-Est;NIMES;PARIS LYON;382;382;0;71;81.4;
2014-07;Sud-Est;PARIS LYON;NIMES;373;373;0;42;88.7;
2014-07;Sud-Est;PARIS LYON;ANNECY;152;152;0;6;96.1;
2014-07;Atlantique;RENNES;PARIS MONTPARNASSE;553;553;0;65;88.2;
2014-07;Atlantique;ST MALO;PARIS MONTPARNASSE;108;108;0;7;93.5;
2014-07;Atlantique;ST PIERRE DES CORPS;PARIS MONTPARNASSE;424;424;0;79;81.4;
2011-09;Sud-Est;AIX EN PROVENCE TGV;PARIS LYON;411;410;1;47;88.5;
2011-09;Sud-Est;PARIS LYON;CHAMBERY CHALLES LES EAUX;180;180;0;26;85.6;
2011-09;Atlantique;PARIS MONTPARNASSE;LA ROCHELLE VILLE;188;188;0;14;92.6;
2011-09;Atlantique;LAVAL;PARIS MONTPARNASSE;228;228;0;6;97.4;
2011-09;Sud-Est;PARIS LYON;LE CREUSOT MONTCEAU MONTCHANIN;202;202;0;27;86.6;
2011-09;Atlantique;ANGERS SAINT LAUD;PARIS MONTPARNASSE;475;475;0;16;96.6;
2011-09;Nord;LYON PART DIEU;LILLE;311;311;0;53;83.0;
2011-09;Nord;MARSEILLE ST CHARLES;LILLE;199;199;0;41;79.4;
2011-09;Sud-Est;MARSEILLE ST CHARLES;LYON PART DIEU;540;540;0;77;85.7;
2011-09;Sud-Est;MACON LOCHE;PARIS LYON;180;180;0;16;91.1;
2011-09;Sud-Est;PARIS LYON;MARSEILLE ST CHARLES;505;505;0;46;90.9;
2011-09;Est;PARIS EST;METZ;304;304;0;12;96.1;
2011-09;Atlantique;PARIS MONTPARNASSE;ANGOULEME;325;325;0;39;88.0;
2011-09;Est;NANCY;PARIS EST;289;288;1;9;96.9;
2011-09;Atlantique;NANTES;PARIS MONTPARNASSE;600;600;0;22;96.3;
2011-09;Sud-Est;PARIS LYON;NICE VILLE;182;182;0;29;84.1;
2011-09;Sud-Est;PARIS LYON;PERPIGNAN;121;121;0;22;81.8;
2011-09;Sud-Est;PARIS LYON;ANNECY;202;202;0;16;92.1;
2011-09;Sud-Est;PARIS LYON;SAINT ETIENNE CHATEAUCREUX;116;116;0;19;83.6;
2011-09;Atlantique;PARIS MONTPARNASSE;ST MALO;44;44;0;1;97.7;
2011-09;Atlantique;ST PIERRE DES CORPS;PARIS MONTPARNASSE;459;459;0;40;91.3;Un chantier long & complexe de maintenance au Nord de Tours (entrée Sud de la LGV) a généré de nombreux ralentissements pour les trains de l'OD entraînant d'importants retards. A cela s'ajoute 6 restitutions tardive de travaux en début de matinée.
2011-09;Est;PARIS EST;STRASBOURG;489;489;0;36;92.6;
2011-09;Atlantique;TOULOUSE MATABIAU;PARIS MONTPARNASSE;115;115;0;10;91.3;L'OD a été touchée par plusieurs dérangements d'installations dont un rail cassé à Poitiers le 29 (23 TGV touchés) et un défaut l'alimentation ERDF vers Châtellerault le 7 (11 TGV). Elle a également été impactée par des problèmes matériels sur un train FRET au nord de Bordeaux le 3 (20 TGV) et sur un TER vers Châtellerault le 20 (8 TGV). Par ailleurs l'OD a subi quelques événements extérieurs dont un accident de personne à Poitiers le 21 (23 TGV) et un autre à Castelsarrasin le 7 (8TGV).
2011-09;Sud-Est;PARIS LYON;BELLEGARDE (AIN);260;260;0;29;88.8;
2011-10;Sud-Est;PARIS LYON;AIX EN PROVENCE TGV;421;421;0;40;90.5;
2011-10;Atlantique;PARIS MONTPARNASSE;BREST;176;176;0;24;86.4;
2011-10;Atlantique;PARIS MONTPARNASSE;LE MANS;487;487;0;106;78.2;
2011-10;Atlantique;ANGERS SAINT LAUD;PARIS MONTPARNASSE;484;476;8;62;87.0;
2011-10;Atlantique;PARIS MONTPARNASSE;ANGERS SAINT LAUD;452;452;0;58;87.2;
2011-10;Sud-Est;MARSEILLE ST CHARLES;LYON PART DIEU;553;550;3;128;76.7;
2011-10;Sud-Est;MACON LOCHE;PARIS LYON;186;186;0;17;90.9;
2011-10;Sud-Est;MARSEILLE ST CHARLES;PARIS LYON;482;478;4;44;90.8;
2011-10;Est;METZ;PARIS EST;292;291;1;18;93.8;
2011-10;Atlantique;NANTES;PARIS MONTPARNASSE;609;599;10;62;89.6;
2011-10;Atlantique;PARIS MONTPARNASSE;NANTES;594;594;0;55;90.7;
2011-10;Sud-Est;NICE VILLE;PARIS LYON;175;175;0;27;84.6;
2011-10;Sud-Est;PARIS LYON;NIMES;374;372;2;48;87.1;
2011-10;Est;PARIS EST;REIMS;250;250;0;25;90.0;
2011-10;Atlantique;PARIS MONTPARNASSE;RENNES;555;555;0;85;84.7;
2011-10;Est;PARIS EST;STRASBOURG;500;499;1;50;90.0;
2011-10;Sud-Est;PARIS LYON;VALENCE ALIXAN TGV;259;259;0;22;91.5;
2011-10;Nord;ARRAS;PARIS NORD;330;329;1;41;87.5;
2011-10;Atlantique;PARIS MONTPARNASSE;VANNES;194;194;0;25;87.1;
2011-10;Sud-Est;BELLEGARDE (AIN);PARIS LYON;263;263;0;30;88.6;
2011-11;Sud-Est;CHAMBERY CHALLES LES EAUX;PARIS LYON;169;169;0;14;91.7;
2011-11;Sud-Est;PARIS LYON;CHAMBERY CHALLES LES EAUX;190;190;0;20;89.5;
2011-11;Sud-Est;PARIS LYON;DIJON VILLE;393;393;0;16;95.9;
2011-11;Nord;DOUAI;PARIS NORD;128;128;0;8;93.8;
2011-11;Nord;PARIS NORD;DUNKERQUE;166;166;0;6;96.4;
2011-11;Sud-Est;LE CREUSOT MONTCEAU MONTCHANIN;PARIS LYON;213;213;0;19;91.1;
2011-11;Sud-Est;LYON PART DIEU;MARSEILLE ST CHARLES;548;548;0;115;79.0;
2011-11;Sud-Est;MONTPELLIER;LYON PART DIEU;358;358;0;59;83.5;
2011-11;Est;PARIS EST;METZ;304;304;0;16;94.7;
2011-11;Atlantique;PARIS MONTPARNASSE;ANGOULEME;335;332;3;26;92.2;
2011-11;Est;MULHOUSE VILLE;PARIS LYON;198;198;0;28;85.9;
2011-11;Est;NANCY;PARIS EST;282;282;0;11;96.1;
2011-11;Sud-Est;PARIS LYON;NICE VILLE;140;140;0;19;86.4;
2011-11;Sud-Est;NIMES;PARIS LYON;376;375;1;60;84.0;
2011-11;Sud-Est;PARIS LYON;PERPIGNAN;119;119;0;21;82.4;
2011-11;Atlantique;QUIMPER;PARIS MONTPARNASSE;149;146;3;11;92.5;
2011-11;Est;PARIS EST;REIMS;243;243;0;22;90.9;
2011-11;Atlantique;PARIS MONTPARNASSE;RENNES;537;528;9;49;90.7;
2011-11;Est;PARIS EST;STRASBOURG;484;484;0;41;91.5;
2011-11;Sud-Est;PARIS LYON;TOULON;241;241;0;24;90.0;
2011-12;Atlantique;PARIS MONTPARNASSE;LA ROCHELLE VILLE;216;216;0;27;87.5;
2011-12;Atlantique;LE MANS;PARIS MONTPARNASSE;495;492;3;107;78.3;
2011-12;Atlantique;RENNES;LYON PART DIEU;86;86;0;6;93.0;
2011-12;Sud-Est;MACON LOCHE;PARIS LYON;182;182;0;7;96.2;
2011-12;Est;PARIS EST;METZ;311;311;0;11;96.5;
2011-12;Sud-Est;PARIS LYON;NICE VILLE;167;167;0;20;88.0;
2011-12;Atlantique;PARIS MONTPARNASSE;QUIMPER;167;167;0;12;92.8;
2011-12;Atlantique;PARIS MONTPARNASSE;ST MALO;53;53;0;5;90.6;
2011-12;Est;STRASBOURG;PARIS EST;495;495;0;55;88.9;
2011-12;Sud-Est;TOULON;PARIS LYON;247;247;0;35;85.8;
2011-12;Atlantique;TOURS;PARIS MONTPARNASSE;199;199;0;34;82.9;
2011-12;Sud-Est;AVIGNON TGV;PARIS LYON;349;349;0;48;86.2;
2011-12;Atlantique;PARIS MONTPARNASSE;BORDEAUX ST JEAN;662;662;0;36;94.6;
2012-01;Sud-Est;AIX EN PROVENCE TGV;PARIS LYON;419;419;0;32;92.4;
2012-01;Sud-Est;DIJON VILLE;PARIS LYON;470;470;0;37;92.1;
2012-01;Nord;PARIS NORD;DOUAI;212;212;0;20;90.6;
2012-01;Sud-Est;PARIS LYON;GRENOBLE;257;257;0;20;92.2;
2012-01;Atlantique;LA ROCHELLE VILLE;PARIS MONTPARNASSE;226;226;0;24;89.4;
2012-01;Atlantique;PARIS MONTPARNASSE;LE MANS;455;455;0;40;91.2;
2012-01;Nord;MARSEILLE ST CHARLES;LILLE;128;128;0;26;79.7;
2012-01;Nord;PARIS NORD;LILLE;645;645;0;56;91.3;
2012-01;Sud-Est;MARSEILLE ST CHARLES;LYON PART DIEU;597;597;0;79;86.8;
2012-01;Sud-Est;LYON PART DIEU;MONTPELLIER;375;375;0;66;82.4;
2012-01;Sud-Est;MONTPELLIER;LYON PART DIEU;369;369;0;59;84.0;
2012-01;Sud-Est;PARIS LYON;LYON PART DIEU;631;631;0;23;96.4;
2012-01;Sud-Est;PARIS LYON;MACON LOCHE;193;193;0;12;93.8;
2012-01;Atlantique;ANGOULEME;PARIS MONTPARNASSE;353;353;0;52;85.3;
2012-01;Sud-Est;MONTPELLIER;PARIS LYON;372;372;0;26;93.0;
2012-01;Est;PARIS LYON;MULHOUSE VILLE;315;315;0;15;95.2;
2012-01;Atlantique;QUIMPER;PARIS MONTPARNASSE;151;151;0;10;93.4;
2012-01;Sud-Est;ANNECY;PARIS LYON;207;207;0;8;96.1;
2012-01;Atlantique;PARIS MONTPARNASSE;RENNES;569;569;0;32;94.4;
2012-01;Atlantique;PARIS MONTPARNASSE;ST PIERRE DES CORPS;471;471;0;44;90.7;
2012-01;Est;PARIS EST;STRASBOURG;480;480;0;33;93.1;
2012-01;Sud-Est;PARIS LYON;TOULON;214;214;0;19;91.1;
2012-01;Sud-Est;BESANCON FRANCHE COMTE TGV;PARIS LYON;220;220;0;17;92.3;
2012-07;Sud-Est;AIX EN PROVENCE TGV;PARIS LYON;438;438;0;67;84.7;
2012-07;Sud-Est;PARIS LYON;AIX EN PROVENCE TGV;437;437;0;58;86.7;
2012-07;Sud-Est;DIJON VILLE;PARIS LYON;432;431;1;32;92.6;
2012-07;Nord;PARIS NORD;DOUAI;183;183;0;7;96.2;
2012-07;Nord;LILLE;LYON PART DIEU;310;310;0;34;89.0;
2012-07;Nord;MARSEILLE ST CHARLES;LILLE;130;130;0;34;73.8;Liaison touchée par un acte de malveillance (câbles coupés) entre Paris et Lyon les 25 et 26 juillet et un dérangement d'installations dans le Nord suite à orage le 27 juillet.
2012-07;Sud-Est;LYON PART DIEU;MARSEILLE ST CHARLES;619;619;0;144;76.7;D'importantes phases de travaux d'amélioration de l'infrastructure sur le tronçon Nice Marseille nécessitent la mise en place de limitations de vitesse qui réduisent la fluidité des circulations.
2012-07;Sud-Est;LYON PART DIEU;MONTPELLIER;377;377;0;76;79.8;D'importantes phases de travaux d'amélioration de l'infrastructure sur le tronçon Nice Marseille nécessitent la mise en place de limitations de vitesse qui réduisent la fluidité des circulations.
2012-07;Sud-Est;MARSEILLE ST CHARLES;PARIS LYON;503;503;0;27;94.6;
2012-07;Atlantique;ANGOULEME;PARIS MONTPARNASSE;343;343;0;40;88.3;Le 8 juillet, afin d'assurer la correspondance avec le TER 864527, le TGV 8448 est retenu en gare d'Angoulême environ 15 minutes.
2012-07;Sud-Est;PARIS LYON;MONTPELLIER;395;395;0;51;87.1;
2012-07;Est;PARIS EST;NANCY;296;296;0;16;94.6;
2012-07;Est;PARIS EST;REIMS;225;225;0;6;97.3;
2012-07;Atlantique;RENNES;PARIS MONTPARNASSE;570;570;0;27;95.3;
2012-07;Atlantique;PARIS MONTPARNASSE;RENNES;553;553;0;42;92.4;
2012-07;Sud-Est;SAINT ETIENNE CHATEAUCREUX;PARIS LYON;119;119;0;15;87.4;
2012-07;Est;STRASBOURG;PARIS EST;477;476;1;45;90.5;
2012-07;Atlantique;VANNES;PARIS MONTPARNASSE;169;169;0;4;97.6;
2012-07;Atlantique;BORDEAUX ST JEAN;PARIS MONTPARNASSE;636;636;0;48;92.5;
2012-08;Sud-Est;AIX EN PROVENCE TGV;PARIS LYON;438;438;0;70;84.0;
2012-08;Sud-Est;CHAMBERY CHALLES LES EAUX;PARIS LYON;216;216;0;15;93.1;
2012-08;Atlantique;LA ROCHELLE VILLE;PARIS MONTPARNASSE;231;231;0;17;92.6;
2012-08;Nord;PARIS NORD;LILLE;573;572;1;53;90.7;
2012-08;Sud-Est;PARIS LYON;MACON LOCHE;184;184;0;15;91.8;
2012-08;Sud-Est;MARSEILLE ST CHARLES;PARIS LYON;505;505;0;32;93.7;
2012-08;Atlantique;PARIS MONTPARNASSE;ANGOULEME;323;323;0;12;96.3;
2012-08;Atlantique;PARIS MONTPARNASSE;NANTES;528;528;0;29;94.5;
2012-08;Est;STRASBOURG;NANTES;52;52;0;5;90.4;
2012-08;Sud-Est;NIMES;PARIS LYON;399;399;0;52;87.0;
2012-08;Est;PARIS EST;REIMS;224;224;0;17;92.4;La quasi totalité des retards du mois d'août se sont produit le 16 août à cause d'un accident de personne à Vaires.
2012-08;Sud-Est;SAINT ETIENNE CHATEAUCREUX;PARIS LYON;119;119;0;3;97.5;
2012-08;Sud-Est;PARIS LYON;SAINT ETIENNE CHATEAUCREUX;118;118;0;11;90.7;
2012-08;Est;PARIS EST;STRASBOURG;486;485;1;28;94.2;La quasi totalité des retards du mois d'août se sont produit le 16 août à cause d'un accident de personne à Vaires.
2012-08;Atlantique;TOULOUSE MATABIAU;PARIS MONTPARNASSE;89;89;0;8;91.0;
2012-08;Atlantique;PARIS MONTPARNASSE;TOURS;190;190;0;9;95.3;
2012-08;Nord;ARRAS;PARIS NORD;334;334;0;42;87.4;
2012-09;Sud-Est;PARIS LYON;CHAMBERY CHALLES LES EAUX;209;209;0;21;90.0;
2012-09;Nord;PARIS NORD;DOUAI;198;198;0;25;87.4;Circulation fortement dégradée le 3 septembre par un incident important qui s'est produit sur la ligne à grande vitesse au niveau de la gare d'Arras (incident touchant les installations caténaires avec de lourdes conséquences en termes de retard sur les trains).
2012-09;Atlantique;LAVAL;PARIS MONTPARNASSE;234;234;0;14;94.0;
2012-09;Atlantique;PARIS MONTPARNASSE;LAVAL;234;234;0;12;94.9;
2012-09;Atlantique;LE MANS;PARIS MONTPARNASSE;451;451;0;69;84.7;
2012-09;Atlantique;PARIS MONTPARNASSE;ANGERS SAINT LAUD;424;424;0;20;95.3;
2012-09;Nord;LILLE;MARSEILLE ST CHARLES;147;147;0;20;86.4;Circulation fortement dégradée le 3 septembre par un incident important qui s'est produit sur la ligne à grande vitesse au niveau de la gare d'Arras (incident touchant les installations caténaires avec de lourdes conséquences en termes de retard sur les trains).
2012-09;Nord;MARSEILLE ST CHARLES;LILLE;125;125;0;16;87.2;Circulation fortement dégradée le 3 septembre par un incident important qui s'est produit sur la ligne à grande vitesse au niveau de la gare d'Arras (incident touchant les installations caténaires avec de lourdes conséquences en termes de retard sur les trains).
2012-09;Sud-Est;LYON PART DIEU;PARIS LYON;617;617;0;22;96.4;
2012-09;Sud-Est;PARIS LYON;LYON PART DIEU;613;613;0;14;97.7;
2012-09;Est;METZ;PARIS EST;288;288;0;16;94.4;
2012-09;Est;PARIS EST;METZ;304;304;0;11;96.4;
2012-09;Sud-Est;NICE VILLE;PARIS LYON;186;186;0;35;81.2;
2012-09;Sud-Est;PARIS LYON;NICE VILLE;179;179;0;34;81.0;D'importantes phases de travaux d'amélioration de l'infrastructure sur le tronçon Nice Marseille nécessitent la mise en place de limitations de vitesse qui réduisent la fluidité des circulations.
2012-09;Sud-Est;ANNECY;PARIS LYON;194;193;1;11;94.3;
2012-09;Sud-Est;PARIS LYON;ANNECY;200;200;0;8;96.0;
2012-09;Est;PARIS EST;REIMS;242;241;1;12;95.0;
2012-09;Atlantique;ST PIERRE DES CORPS;PARIS MONTPARNASSE;454;454;0;58;87.2;
2012-09;Atlantique;PARIS MONTPARNASSE;ST PIERRE DES CORPS;452;452;0;20;95.6;
2012-09;Est;PARIS EST;STRASBOURG;457;456;1;28;93.9;
2012-09;Atlantique;TOURS;PARIS MONTPARNASSE;197;197;0;12;93.9;
2012-09;Sud-Est;BESANCON FRANCHE COMTE TGV;PARIS LYON;207;207;0;7;96.6;
2012-10;Atlantique;BREST;PARIS MONTPARNASSE;181;180;1;8;95.6;
2012-10;Sud-Est;PARIS LYON;DIJON VILLE;465;462;3;16;96.5;
2012-10;Nord;PARIS NORD;DOUAI;213;211;2;16;92.4;
2012-10;Nord;DUNKERQUE;PARIS NORD;103;101;2;5;95.0;
2012-10;Sud-Est;PARIS LYON;LE CREUSOT MONTCEAU MONTCHANIN;208;208;0;116;44.2;Une zone de travaux de renouvellement de la voie fait perdre à l'ensemble des TGV environ 5 min juste avant leur arrivée au Creusot.
2012-10;Nord;LILLE;LYON PART DIEU;309;305;4;41;86.6;
2012-10;Nord;LYON PART DIEU;LILLE;279;273;6;49;82.1;
2012-10;Nord;LILLE;MARSEILLE ST CHARLES;150;147;3;35;76.2;Recrudescence d’accidents de personnes et hausse du nombre de dérangements d’installations ferroviaires. Les conditions météorologiques notamment dans le Sud-Est sur la fin du mois ont aggravé cette situation difficile.
2012-10;Nord;LILLE;PARIS NORD;651;641;10;45;93.0;
2012-10;Sud-Est;MARSEILLE ST CHARLES;LYON PART DIEU;592;587;5;101;82.8;
2012-10;Sud-Est;MONTPELLIER;LYON PART DIEU;371;363;8;74;79.6;Intempéries en fin de mois et trois accidents de personne.
2012-10;Atlantique;LYON PART DIEU;RENNES;34;34;0;3;91.2;
2012-10;Sud-Est;MACON LOCHE;PARIS LYON;178;176;2;9;94.9;
2012-10;Sud-Est;MARSEILLE ST CHARLES;PARIS LYON;520;509;11;30;94.1;
2012-10;Atlantique;ST MALO;PARIS MONTPARNASSE;102;102;0;5;95.1;
2012-10;Atlantique;PARIS MONTPARNASSE;ST MALO;59;59;0;3;94.9;
2012-10;Sud-Est;VALENCE ALIXAN TGV;PARIS LYON;245;241;4;29;88.0;
2012-11;Sud-Est;GRENOBLE;PARIS LYON;238;237;1;20;91.6;
2012-11;Atlantique;LA ROCHELLE VILLE;PARIS MONTPARNASSE;215;215;0;34;84.2;
2012-11;Sud-Est;LE CREUSOT MONTCEAU MONTCHANIN;PARIS LYON;208;208;0;41;80.3;
2012-11;Atlantique;PARIS MONTPARNASSE;LE MANS;442;442;0;35;92.1;
2012-11;Atlantique;PARIS MONTPARNASSE;ANGERS SAINT LAUD;432;432;0;60;86.1;
2012-11;Nord;LYON PART DIEU;LILLE;267;267;0;54;79.8;Liaison impactée principalement par des événements externes (vols de câble et accidents de personne) mais aussi par des dérangements des installations au sol et quelques difficultés liées au matériel.
2012-11;Sud-Est;LYON PART DIEU;MARSEILLE ST CHARLES;600;600;0;151;74.8;Fragilité de cette liaison liée à la longueur du parcours des trains assurant cette desserte.
2012-11;Atlantique;RENNES;LYON PART DIEU;80;80;0;14;82.5;
2012-11;Sud-Est;MARSEILLE ST CHARLES;PARIS LYON;500;500;0;56;88.8;
2012-11;Sud-Est;PARIS LYON;MARSEILLE ST CHARLES;500;500;0;42;91.6;
2012-11;Est;METZ;PARIS EST;289;289;0;24;91.7;
2012-11;Sud-Est;MONTPELLIER;PARIS LYON;355;354;1;45;87.3;
2012-11;Sud-Est;PARIS LYON;MONTPELLIER;342;342;0;42;87.7;
2012-11;Sud-Est;MULHOUSE VILLE;PARIS LYON;302;302;0;25;91.7;
2012-11;Sud-Est;NICE VILLE;PARIS LYON;152;152;0;24;84.2;
2012-11;Sud-Est;NIMES;PARIS LYON;355;354;1;56;84.2;
2012-11;Atlantique;POITIERS;PARIS MONTPARNASSE;494;493;1;100;79.7;Importants travaux de raccordement de la ligne à grande vitesse Sud-Europe-Atlantique à la ligne classique entre Bordeaux et Tours ainsi que des travaux de régénération des voies de la ligne à grande vitesse atlantique entre Courtalain et Vendôme.
2012-11;Atlantique;PARIS MONTPARNASSE;POITIERS;453;453;0;22;95.1;
2012-11;Atlantique;PARIS MONTPARNASSE;QUIMPER;157;157;0;11;93.0;
2012-11;Est;REIMS;PARIS EST;231;231;0;29;87.4;
2012-11;Est;STRASBOURG;PARIS EST;448;447;1;38;91.5;
2012-11;Atlantique;TOULOUSE MATABIAU;PARIS MONTPARNASSE;86;86;0;20;76.7;Importants travaux de raccordement de la ligne à grande vitesse Sud-Europe-Atlantique à la ligne classique entre Bordeaux et Tours ainsi que des travaux de régénération des voies de la ligne à grande vitesse atlantique entre Courtalain et Vendôme et des travaux caténaire entre Montbarbier et Montauban.
